21	-450	-294	-22	-7	956	-32	-47	1030	0	140	0	
30	-453	-294	-22	8	944	-31	-49	1031	0	140	-140	
25	-454	-294	-26	4	944	-32	-48	1032	0	140	-70	
37	-453	-289	-22	4	936	-29	-50	1030	-70	70	-70	
30	-448	-292	-19	12	952	-31	-49	1029	0	140	-70	
21	-450	-286	-15	0	952	-30	-50	1031	0	140	-70	
30	-444	-276	-15	12	956	-42	-40	1021	-210	210	770	
6	-681	-1	-11	780	417	-18	-869	535	-41860	1610	-3570	
-7	-678	210	12	1010	31	14	-1028	77	-1750	910	-140	
-12	-670	220	4	1002	12	8	-1026	47	210	210	-70	
-9	-673	220	4	1002	8	8	-1028	50	-1960	140	-70	
-15	-670	222	8	1006	4	8	-1027	40	1470	140	-70	
-10	-673	220	12	1006	0	11	-1029	44	6090	490	0	
-7	-694	19	20	932	472	19	-929	494	52290	2520	-840	
7	-463	-289	-26	0	987	-32	-41	1038	140	-140	-3010	
9	-370	-310	-7	-249	963	-5	151	976	43400	-2030	2310	
4	10	-144	-3	-1033	12	-29	976	73	-1750	-3640	770	
3	10	-156	0	-1021	-3	-22	970	45	910	210	-70	
-9	0	-144	8	-1021	-38	-12	973	-1	3570	-1050	0	
3	-474	-273	-54	-7	1053	-31	-22	1034	-52150	8120	-3220	
3	-471	-280	-22	-11	936	-27	-37	1033	-140	-210	1750	
234	-501	118	-1005	39	254	-961	-46	314	45990	50750	20090	
207	-481	273	-1001	0	-120	-998	-45	-63	0	-3150	-70	
210	-490	261	-1001	-3	-73	-999	-44	-31	70	-6930	-140	
193	-439	-78	-756	23	854	-718	-53	895	24500	-123480	-15050	
-555	-399	13	1022	0	8	998	-20	45	-3010	70	1820	
-555	-396	12	1034	-11	-50	1014	-27	-18	1610	700	-2590	
-523	-405	-49	1002	0	117	992	-33	160	2380	29330	2380	
16	-436	-283	-85	-26	827	-93	-19	908	9660	9800	-3010	
-4	-442	-304	-26	8	944	-38	-48	1031	-70	140	350	
