3	0	207	23	27	43	35	43	35	39	35	31	31	35	
12082	12079	140	23	47	39	39	51	27	39	27	35	35	35	
24162	12080	27	39	35	35	39	35	31	27	23	35	27	23	
36245	12083	82	59	39	43	43	39	47	35	31	43	35	43	
48326	12081	-38	39	39	39	51	35	35	43	35	31	31	35	
60407	12081	86	55	35	39	43	35	35	31	35	43	35	31	
72487	12080	23	23	27	43	39	35	27	31	47	35	27	39	
84568	12081	35	35	39	31	35	27	31	43	31	27	31	27	
96652	12084	66	39	35	39	35	39	39	27	35	35	27	31	
108734	12082	47	39	35	31	27	43	35	39	23	31	39	39	
120815	12081	23	27	27	43	39	35	31	35	39	39	23	35	
132896	12081	70	39	35	31	31	39	31	43	31	39	27	31	
144979	12083	23	27	43	35	43	35	39	35	31	31	35	23	
157061	12082	23	47	39	39	51	27	39	27	35	35	35	39	
169143	12082	39	35	35	39	35	31	27	23	35	27	23	39	
181229	12086	59	39	43	43	39	47	35	31	43	35	43	31	
193309	12080	39	39	39	51	35	35	43	35	31	31	35	23	
205392	12083	55	35	39	43	35	35	31	35	43	35	31	31	
217479	12087	23	27	43	39	35	27	31	47	35	27	39	31	
229559	12080	35	39	31	35	27	31	43	31	27	31	27	35	
241644	12085	39	35	39	35	39	39	27	35	35	27	31	27	
253724	12080	39	35	31	27	43	35	39	23	31	39	39	39	
265808	12084	27	27	43	39	35	31	35	39	39	23	35	39	
277891	12083	39	35	31	31	39	31	43	31	39	27	31	43	
289974	12083	27	43	35	43	35	39	35	31	31	35	23	35	
302055	12081	47	39	39	51	27	39	27	35	35	35	39	39	
314137	12082	35	35	39	35	31	27	23	35	27	23	39	27	
326219	12082	39	43	43	39	47	35	31	43	35	43	31	23	
338302	12083	39	39	51	35	35	43	35	31	31	35	23	35	
350381	12079	35	39	43	35	35	31	35	43	35	31	31	43	
362468	12087	27	43	39	35	27	31	47	35	27	39	31	51	
374549	12081	39	31	35	27	31	43	31	27	31	27	35	43	
386631	12082	35	39	35	39	39	27	35	35	27	31	27	31	
398711	12080	35	31	27	43	35	39	23	31	39	39	39	35	
410792	12081	27	43	39	35	31	35	39	39	23	35	39	35	
422875	12083	35	31	31	39	31	43	31	39	27	31	43	27	
434958	12083	43	35	43	35	39	35	31	31	35	23	35	27	
447039	12081	39	39	51	27	39	27	35	35	35	39	39	35	
459120	12081	35	39	35	31	27	23	35	27	23	39	27	43	
471202	12082	43	43	39	47	35	31	43	35	43	31	23	43	
483283	12081	39	51	35	35	43	35	31	31	35	23	35	35	
495360	12077	39	43	35	35	31	35	43	35	31	31	43	39	
507442	12082	43	39	35	27	31	47	35	27	39	31	51	47	
519522	12080	31	35	27	31	43	31	27	31	27	35	43	51	
