-270	-409	-354	183	-38	995	187	-62	1070	-40600	-30660	-20650	
-328	-433	-342	293	23	854	290	-74	931	4760	980	12810	
-304	-411	-351	308	8	823	303	-44	894	630	39340	-15050	
-264	-438	-361	164	23	971	160	-70	922	-7980	39620	-23730	
-196	-442	-360	-22	20	1034	-40	-74	1107	-13020	76860	-44170	
-157	-436	-358	-73	101	889	-90	-130	997	6580	19810	-30380	
-156	-427	-360	-124	183	948	-148	-218	1039	420	-1260	-29330	
-165	-433	-357	-77	55	940	-75	-91	1030	3500	-3290	-6510	
-157	-430	-351	-77	160	893	-96	-200	983	-1540	2730	-27160	
-178	-427	-366	-104	164	987	-120	-212	1083	7630	-8960	-36400	
-196	-433	-366	-58	133	987	-59	-175	1060	-5250	910	-7700	
-208	-432	-373	-81	242	998	-99	-269	1097	9450	-5810	-21840	
-213	-424	-375	0	51	932	-18	-76	1034	-3080	-28070	-3990	
-222	-427	-372	66	78	936	77	-102	998	-8890	16240	34230	
-184	-442	-369	90	133	940	58	-185	1034	1610	-5740	17080	
-180	-465	-364	-217	-38	796	-241	-41	919	-27930	-22400	-5180	
-217	-505	-336	90	234	936	81	-293	1011	-13510	-20510	-7980	
-210	-514	-339	-77	257	913	-82	-323	993	-8120	17360	20440	
-162	-511	-342	-46	335	862	-33	-373	919	20650	3010	42420	
-150	-478	-357	-19	343	1018	-41	-380	1087	26810	280	2170	
-142	-459	-373	-108	215	987	-89	-279	1017	23590	17010	-18830	
-153	-438	-388	-100	16	928	-113	-46	1024	-10220	5460	19740	
-150	-439	-381	39	195	792	12	-223	846	5250	-1330	12250	
-147	-429	-396	16	187	944	-6	-221	1012	22470	-4760	19460	
-139	-421	-406	-22	59	913	-18	-115	997	14280	5320	-3500	
-139	-402	-406	-34	27	928	-43	-79	1002	560	-6230	-420	
-132	-399	-409	-104	4	963	-108	-43	1057	2100	8470	-4970	
-133	-397	-411	-128	-73	862	-127	30	928	1120	0	140	
-127	-432	-406	4	55	20	-25	-96	94	-107800	22120	-6440	
-100	-502	-348	137	172	39	99	-230	173	127820	-9870	-23310	
-252	-471	-214	250	534	1342	379	-710	1354	-103950	-108290	34580	
-481	-441	55	-658	82	917	-615	-162	1060	-6090	104090	5740	
-274	-471	-112	-424	285	901	-418	-328	1023	210	-40460	5740	
-243	-475	-229	51	265	581	13	-305	688	24150	67200	13580	
-192	-471	-285	-54	125	792	-56	-170	889	40110	-10290	-630	
-180	-444	-306	-143	172	920	-145	-219	997	-6020	-11060	11970	
-180	-462	-316	-85	144	862	-97	-187	929	3640	-14210	12180	
-181	-463	-327	-139	39	858	-146	-78	964	14350	5250	-2310	
-168	-450	-336	-65	133	948	-66	-171	1048	12530	2870	1260	
-154	-441	-340	-108	78	893	-127	-111	986	-1470	1190	3570	
-160	-441	-336	-104	90	913	-105	-128	975	-770	840	490	
-168	-447	-339	-136	94	878	-140	-135	959	-1330	-5180	3290	
-160	-450	-331	-42	179	963	-61	-206	1059	11970	17360	19740	
-160	-442	-316	-124	47	901	-134	-89	945	-15750	-26530	4970	
-150	-442	-310	-132	101	905	-130	-134	967	1890	14840	-770	
-148	-442	-313	-147	-19	698	-142	-42	880	74060	-41580	-14700	
-138	-402	-298	-89	86	909	-135	-187	1168	-18130	15820	18760	
-160	-412	-280	-136	101	959	-148	-147	1046	-26460	-24430	3150	
-177	-435	-238	-155	78	889	-149	-86	931	-3920	-16170	-11270	
-204	-420	-226	-276	55	1119	-252	-101	1223	-6860	20370	-1610	
-192	-412	-235	-225	172	784	-230	-243	889	24220	24430	-20020	
-222	-420	-225	-73	-34	772	-70	-9	862	-56070	-27650	-21210	
-229	-426	-204	-194	261	1088	-176	-294	1205	3500	-6370	-24290	
-258	-403	-201	-7	133	1119	-27	-172	1233	7910	27580	-41860	
-211	-408	-223	-163	218	944	-177	-245	1070	-22400	70	-15120	
-204	-483	-202	-338	562	959	-345	-610	1098	-56000	1400	31990	
-171	-550	-150	-46	667	745	-66	-740	720	-84490	-76440	28280	
-136	-580	-117	-229	429	796	-190	-572	781	-68740	-66430	13650	
-159	-613	-76	12	979	542	-16	-988	677	-68040	25410	-5320	
-135	-648	-16	-416	815	452	-379	-848	553	140	-4550	14910	
-112	-663	1	-217	694	308	-196	-751	365	-13370	24220	21840	
-91	-670	9	-299	839	406	-299	-876	433	-630	32690	-1050	
-79	-670	16	-288	823	324	-286	-846	388	9170	5250	10780	
-48	-678	9	-268	737	394	-274	-780	462	-16310	23100	7070	
-55	-672	12	-459	819	390	-457	-856	440	21210	-13720	10080	
-57	-676	0	-448	842	406	-429	-888	441	8120	8260	7700	
-16	-663	-19	-506	803	507	-516	-842	576	-3080	15960	21630	
34	-660	-13	-615	694	378	-610	-720	462	10570	12810	39340	
61	-667	-27	-541	597	304	-552	-612	372	34650	4270	19880	
54	-664	-63	-557	601	449	-578	-649	494	11130	3290	-29820	
31	-675	-94	-487	659	534	-475	-702	624	32060	14000	-22890	
27	-681	-108	-545	655	601	-538	-694	652	30100	12460	-6860	
31	-669	-142	-526	538	495	-515	-559	544	36260	5320	-10920	
10	-678	-156	-518	527	542	-511	-561	611	5390	18340	-17010	
0	-667	-163	-545	566	597	-539	-610	671	16940	14630	-11760	
-13	-654	-198	-557	616	382	-553	-637	455	17710	-13090	-25130	
-21	-657	-193	-467	640	659	-463	-679	713	-19810	2940	11830	
-10	-658	-193	-377	605	562	-350	-636	639	-10010	-3500	22960	
15	-624	-202	-280	468	433	-292	-539	512	30590	-31500	40740	
-36	-606	-217	-514	519	573	-517	-568	638	-10570	-42840	14210	
-54	-573	-241	-494	316	952	-481	-324	1012	60970	-33600	18200	
-87	-502	-283	-389	203	878	-385	-245	958	45150	-22610	15400	
-114	-445	-316	-85	203	936	-162	-196	1037	38080	-20230	25900	
-111	-433	-318	-381	215	1314	-255	-227	1048	58660	-63700	47740	
-163	-354	-348	-159	-34	815	-193	-1	970	-1470	980	-43540	
-195	-354	-364	-767	-89	1256	-750	30	1429	-31710	97510	3080	
91	-375	-313	0	-42	515	24	40	735	-57120	133000	251370	
214	-349	-216	472	23	324	389	-46	367	-21700	-68110	-115570	
-21	-537	-297	-588	573	1490	-485	-580	1555	-3290	-139090	-235900	
-235	-450	-322	-202	390	967	-213	-442	1111	109620	-21420	-13160	
-217	-388	-331	35	332	12	-259	44	584	-29050	42140	86800	
-147	-405	-321	-124	70	1057	-141	-98	1114	-27720	-12950	44030	
-132	-405	-306	-249	0	975	-247	-54	1028	-70	38010	24010	
-129	-412	-303	-50	66	858	-60	-91	988	7000	-50050	11760	
-147	-432	-295	-132	152	1092	-144	-189	1141	-36750	19530	1190	
-151	-444	-283	-420	-19	1755	-386	-25	1817	-6230	-17220	980	
-174	-414	-360	304	452	1634	247	-506	1855	156520	-74690	-55440	
-238	-553	-334	105	273	66	-11	-254	95	-300440	-47810	-13440	
-423	-540	-280	-22	-26	-186	-51	-4	-61	-42560	7840	-143220	
-537	-522	-141	-54	183	8	-60	-166	35	-181720	189350	-229950	
30	147	-114	-1571	-904	-588	-1942	1164	50	570710	31920	85120	
70	274	156	-951	-498	-116	-945	436	-6	-15190	-18620	-38150	
90	259	69	-888	-448	176	-878	404	193	-24500	-48020	-29330	
124	235	-31	-857	-373	363	-841	311	402	-20090	-43610	-15820	
123	223	-33	-869	-354	347	-863	293	412	-420	-210	-770	
130	228	-34	-861	-358	355	-868	294	411	70	-1120	490	
123	232	-36	-880	-354	355	-879	286	418	3220	-1680	2940	
123	214	-60	-763	-210	554	-781	161	490	-16380	7140	-12040	
108	213	-72	-845	-428	413	-788	332	518	-20300	-6510	2660	
106	180	-55	-1181	-568	722	-1139	490	821	-5250	-32760	-39060	
55	4	-106	-432	-202	-19	-580	282	209	-84070	-64960	71470	
-24	-67	-186	-994	55	644	-926	-68	690	-22050	-51170	240310	
-189	-79	-178	-377	-272	725	-419	233	867	37030	-4550	106470	
-222	-87	-150	-233	-529	332	-353	358	434	27720	71050	72380	
-223	-64	-139	-276	-502	854	-307	712	967	75110	-53200	66290	
-261	-178	-213	-46	-155	944	-109	94	983	-40530	-118720	8120	
-253	-294	-231	70	121	1002	36	-171	1074	-151060	24990	38500	
-249	-306	-228	-163	-210	725	-177	95	973	56350	-45010	10360	
-234	-340	-250	-214	113	881	-243	-282	1095	172550	-37240	-81060	
-250	-334	-285	-241	43	948	-223	-90	1071	85190	-22610	26250	
-160	-321	-334	-962	133	987	-804	-181	1041	19250	115570	140700	
57	-277	-307	394	-89	488	305	142	655	-33390	89530	62720	
12	-388	-318	59	-22	807	96	54	792	-50610	-54950	-111580	
-192	-409	-303	-490	39	1190	-459	-99	1335	-22540	-66360	-19530	
-192	-432	-283	-331	179	1435	-342	-225	1530	42770	-2590	-16310	
-106	-394	-339	-459	-229	1310	-312	105	1325	69510	95410	-27370	
-48	-367	-382	125	62	172	77	-69	378	-84490	-112420	42000	
-328	-562	-313	-124	-132	-147	-108	110	-104	-114520	-20160	-125580	
-525	-570	-132	-30	55	-30	-43	-63	12	-131880	48370	-210770	
-40	-352	-286	0	776	495	-1915	-1068	847	-306880	1510810	777770	
-64	-576	388	66	160	-1259	-31	-52	-1074	-394240	466270	49770	
-127	-522	426	78	35	-1060	74	-60	-1117	-4620	3640	1050	
-132	-525	430	86	78	-962	73	-105	-966	350	210	70	
-127	-525	423	90	74	-966	72	-108	-964	-210	210	-70	
-132	-522	423	86	78	-970	72	-105	-973	-70	140	-70	
-132	-529	427	74	78	-970	72	-113	-953	-3990	630	-1050	
-120	-538	415	27	16	-787	46	-56	-837	-86310	18550	-11830	
-148	-552	402	-245	-3	-1114	-276	-99	-1067	77070	-50400	-137270	
-190	-609	226	-397	909	-607	-326	-956	-730	218610	-222600	-213360	
